8,1,8,1669
8,1,9,1598
8,1,10,1222
8,1,1,1689
8,1,2,1689
8,1,3,1401
8,1,4,1689
8,1,5,1401
8,1,6,1689
8,1,7,1654
8,1,8,1188
8,1,9,1401
8,1,10,1654
8,1,1,1689
8,1,2,1689
8,1,3,1401
8,1,4,1701
8,1,5,1401
8,1,6,1669
8,1,7,1654
8,1,8,1354
8,1,9,1669
8,1,10,1401
8,1,1,1689
8,1,2,1401
8,1,3,1401
8,1,4,1188
8,1,5,1188
8,1,6,1654
8,1,7,1738
8,1,8,1701
8,1,9,1738
8,1,10,1689
12,1,1,714
12,1,2,743
12,1,3,698
12,1,4,737
12,1,5,737
12,1,6,697
12,1,7,718
12,1,8,714
12,1,9,656
12,1,10,736
12,1,1,714
12,1,2,714
12,1,3,714
12,1,4,724
12,1,5,717
12,1,6,736
12,1,7,714
12,1,8,618
12,1,9,743
12,1,10,736
12,1,1,714
12,1,2,697
12,1,3,697
12,1,4,718
12,1,5,734
12,1,6,718
12,1,7,625
12,1,8,708
12,1,9,736
12,1,10,708
12,1,1,714
12,1,2,718
12,1,3,718
12,1,4,736
12,1,5,725
12,1,6,736
12,1,7,743
12,1,8,601
12,1,9,601
12,1,10,661
12,1,1,714
12,1,2,718
12,1,3,718
12,1,4,736
12,1,5,726
12,1,6,736
12,1,7,736
12,1,8,618
12,1,9,727
12,1,10,726
12,1,1,714
12,1,2,743
12,1,3,734
12,1,4,714
12,1,5,743
12,1,6,694
12,1,7,697
12,1,8,714
12,1,9,714
12,1,10,622
12,1,1,714
12,1,2,743
12,1,3,714
12,1,4,724
12,1,5,736
12,1,6,730
12,1,7,718
12,1,8,718
12,1,9,718
12,1,10,718
12,1,1,714
12,1,2,718
12,1,3,587
12,1,4,734
12,1,5,718
12,1,6,622
12,1,7,736
12,1,8,602
12,1,9,661
12,1,10,601
12,1,1,714
12,1,2,718
12,1,3,734
12,1,4,718
12,1,5,725
12,1,6,743
12,1,7,714
12,1,8,734
12,1,9,714
12,1,10,724
12,1,1,714
12,1,2,718
12,1,3,718
12,1,4,726
12,1,5,609
12,1,6,618
12,1,7,736
12,1,8,734
12,1,9,727
12,1,10,714
8,30,1,1689
8,30,2,1356
8,30,3,1188
8,30,4,1401
8,30,5,1365
8,30,6,1401
8,30,7,1188
8,30,8,1354
8,30,9,1222
8,30,10,1188
8,30,1,1689
8,30,2,1401
8,30,3,1401
8,30,4,1188
8,30,5,1401
8,30,6,1188
8,30,7,1401
8,30,8,1401
8,30,9,1188
8,30,10,1401
8,30,1,1689
8,30,2,1401
8,30,3,1401
8,30,4,1188
8,30,5,1188
8,30,6,1401
8,30,7,1188
8,30,8,1222
8,30,9,1188
8,30,10,1188
12,30,1,714
12,30,2,632
12,30,3,718
12,30,4,708
12,30,5,618
12,30,6,601
12,30,7,608
12,30,8,588
12,30,9,601
12,30,10,601
12,30,1,714
12,30,2,708
12,30,3,622
12,30,4,714
12,30,5,652
12,30,6,601
12,30,7,622
12,30,8,661
12,30,9,622
12,30,10,601
12,30,1,714
12,30,2,601
12,30,3,631
12,30,4,625
12,30,5,714
12,30,6,622
12,30,7,718
12,30,8,601
12,30,9,622
12,30,10,622
