8,5,1,1689,2400
8,5,2,1401,2371
8,5,3,1401,1468
8,5,4,1401,1323
8,5,5,1689,1323
8,5,6,1689,1323
8,5,7,1401,1323
8,5,8,1354,1323
8,5,9,1669,1323
8,5,10,1401,1323
8,10,1,1689,2400
8,10,2,1401,2371
8,10,3,1365,1468
8,10,4,1188,1468
8,10,5,1188,1323
8,10,6,1188,1323
8,10,7,1188,1323
8,10,8,1365,1323
8,10,9,1401,1323
8,10,10,1188,1323
8,20,1,1689,2400
8,20,2,1401,2371
8,20,3,1401,1468
8,20,4,1354,1468
8,20,5,1401,1323
8,20,6,1290,1323
8,20,7,1354,1323
8,20,8,1290,1323
8,20,9,1365,1323
8,20,10,1188,1323
12,5,1,714,954
12,5,2,601,942
12,5,3,718,929
12,5,4,714,919
12,5,5,697,942
12,5,6,718,857
12,5,7,698,929
12,5,8,708,947
12,5,9,697,954
12,5,10,622,942
12,10,1,714,954
12,10,2,718,823
12,10,3,718,918
12,10,4,714,880
12,10,5,718,918
12,10,6,718,813
12,10,7,661,813
12,10,8,714,863
12,10,9,718,813
12,10,10,618,863
12,20,1,714,954
12,20,2,618,814
12,20,3,587,863
12,20,4,714,863
12,20,5,718,813
12,20,6,714,813
12,20,7,646,813
12,20,8,609,863
12,20,9,598,813
12,20,10,640,808
