8,1174,65.875366
12,542,130.251644
8,1185,307.237038
12,542,103.92628
8,1174,72.502588
12,542,107.7455
8,1185,305.460964
12,542,99.819578
8,1174,112.294884
12,542,93.105542
8,1174,123.093247
12,542,89.003653
8,1174,194.977936
12,542,100.561983
8,1174,72.612019
12,542,101.067974
8,1185,304.410706
12,542,98.110096
8,1174,66.635833
12,542,94.063297
